657672816	657672816	1	0	1624626585	1625815774	1626176379
951113740	951113740	1	0	1626645405	1632295072	1632295072
707818196	707818196	1	0	1616423932	1635395861	1641017831
476953556	476953556	1	0	1630248561	1630309985	1632156706
967792676	967792676	1	0	1643207425	0	1643207507
624638534	624638534	1	0	1622785774	1628659785	1630415459
794588847	794588847	1	3246571443	1603277799	1603278621	1603980212
914613915	914613915	1	0	1627134452	1640401879	1641101911
819341769	819341769	1	0	1606664346	0	0
941199397	941199397	1	0	1600274636	1601097940	1601097940
940503489	940503489	1	0	1600272367	1640967117	1640967117
719965861	719965861	1	0	1637585754	1637586453	1639319885
761126938	761126938	1	2432115441	1600272776	1631628800	1641100702
749313382	749313382	1	3577002885	1618660462	1618660948	1629991508
1071019950	1071019950	1	1830035021	1600436281	1610988685	1610988685
960307370	960307370	1	405294757	1618927649	1619017971	1619019200
956338495	956338495	1	2277861699	1627051550	1627545173	1627812738
609858001	609858001	1	307390051	1615971617	1616247479	1616247481
982721678	982721678	1	0	1613644647	1613659347	1613659348
244810480	244810480	1	277130617	1610189430	1638686549	1641100885
822417015	822417015	1	2432115441	1600272577	1644394667	1644421671
680112923	680112923	1	2432115441	1600272365	1629906132	1641096361
397085920	397085920	1	0	1600274604	1629951947	1631416806
809970469	809970469	1	0	1600274620	1613986571	1613986571
1082440972	1082440972	1	1139766029	1603773110	0	1604050364
592506265	592506265	1	0	1621775481	1623082933	1625227621
950242340	950242340	1	0	1600274637	1613709151	1613709152
676105013	676105013	1	0	1627102536	1627105389	1629330005
787379523	787379523	1	0	1626439847	1626439870	1638791284
970196183	970196183	1	1830035021	1600274637	1613903393	1613903394
1020370001	1020370001	1	0	1618749170	1624287577	1626186273
578046707	578046707	1	859924230	1633221530	1633221863	1633221863
780713089	780713089	1	0	1629732090	1629817616	1629817616
1018079080	1018079080	1	0	1600274637	1641052607	1641101184
884613004	884613004	1	0	1616677277	1616686665	1618407183
486958804	486958804	1	0	1634535474	1639105767	1641016755
416917016	416917016	1	650912176	1604498449	1609074354	1613816791
751700470	751700470	1	0	1636986327	0	1644199438
1136166835	1136166835	1	0	1632389312	1632392055	1635379542
601170995	601170995	1	2235713451	1610957419	1612589173	1613471582
801117704	801117704	1	0	1629003422	0	1631440219
763312524	763312524	1	0	1621303118	1621303406	1621342051
874867547	874867547	1	0	1628437346	1634769417	1634958865
232392284	232392284	1	0	1629514432	1630317788	1630317900
144922597	144922597	1	0	1616594618	0	1616595740
1032921896	1032921896	1	0	1629598357	1629598594	1629601622
966582874	966582874	1	2432115441	1600348660	0	0
1078051161	1078051161	1	1830035021	1603278116	1607316579	1608003904
465690229	465690229	1	0	1628752824	1633703898	1638106539
760221027	760221027	1	0	1627973461	1637851565	1641086048
690186817	690186817	1	2898579450	1621530834	1621530930	1631443661
1146149969	1146149969	1	0	1633785383	1635591540	1635650376
974965004	974965004	1	0	1628758233	1628758637	1628758917
984804228	984804228	1	0	1629460454	1631199679	1631199679
978733840	978733840	1	0	1632138745	1632138911	1632190603
1034869239	1034869239	1	1830035021	1601032409	1601033964	1601047682
414723245	414723245	1	0	1637586581	0	1637586581
159742135	159742135	1	3429839089	1606826797	1606831392	1606831392
372432387	372432387	1	0	1629366387	1629456074	1634343125
971083739	971083739	1	2640094872	1617862314	0	1617862928
1067260550	1067260550	1	2432115441	1601037013	1604668267	1604669882
970914507	970914507	1	0	1613810749	1613902969	1613902969
772136629	772136629	1	0	1610384852	1612714141	1612714141
821394184	821394184	1	0	1629809690	1641093752	1644422282
547095297	547095297	1	0	1614863538	1632969548	1641100975
980786986	980786986	1	0	1635596737	1641012559	1641100797
1085894099	1085894099	1	0	1616587907	1616587941	1631547312
1017049878	1017049878	1	2274857288	1601041139	1629957217	1641024932
763770295	763770295	1	0	1641208416	0	0
1105394011	1105394011	1	1830035021	1601097593	1614941744	1614941744
806906563	806906563	1	0	1623929646	1627313923	1627315425
703276033	703276033	1	2235713451	1610945873	1622953058	1631349320
932437753	932437753	1	2659348757	1613106109	1613199497	1613199599
424149783	424149783	1	0	1638005617	1638017584	1638068517
254365821	254365821	1	1192634309	1627802418	0	1627802433
1103501846	1103501846	1	2432115441	1601518910	1601559885	1601815995
914887159	914887159	1	0	1616508552	1625833109	1629126207
1148040508	1148040508	1	3246571443	1601623780	1601623963	1601623963
959221857	959221857	1	0	1619832916	1619838796	1619838825
1128937252	1128937252	1	1830035021	1601695398	1602154006	1604045733
1132416583	1132416583	1	1830035021	1601970831	1612350236	1612350236
472238788	472238788	1	0	1624703837	1626277707	1626409236
815844065	815844065	1	0	1617860742	0	1617862246
721055401	721055401	1	0	1626521360	1628138157	1628138158
175439455	175439455	1	0	1637475414	1639295622	1641019082
1014126954	1014126954	1	3092768424	1611064330	1628069720	1628069720
982187368	982187368	1	0	1629121856	0	1629122212
942480295	942480295	1	0	1620623115	1620903352	1620903379
854926325	854926325	1	0	1637077192	1637157303	1637157303
762989419	762989419	1	1830035021	1601724451	1602147804	1603987267
1153704329	1153704329	1	3246571443	1601822340	1601953448	1601955002
879081940	879081940	1	0	1616217507	1616683188	1620266789
612421559	612421559	1	0	1637597895	1637598674	1637601863
833845872	833845872	1	0	1615565183	1615565597	1624894507
366636147	366636147	1	0	1627390419	1627390469	1639806482
947916936	947916936	1	0	1637986749	1637987033	1637987036
1048318600	1048318600	1	2822411294	1601864411	1601864811	1601864811
524221085	524221085	1	2191693283	1618135482	0	1619172206
755388360	755388360	1	497283281	1618020011	1618023791	1618752821
778105906	778105906	1	0	1633318613	0	1633337574
686637213	686637213	1	2546638871	1610380289	1623173313	1623205548
569254210	569254210	1	0	1613908700	1613984374	1613984375
947940447	947940447	1	0	1613734730	1629862435	1641085505
575180576	575180576	1	1830035021	1607320076	1607401157	1607401157
680500874	680500874	1	0	1628734412	1635345049	1641101560
1159612869	1159612869	1	0	1602993022	1603002819	1603002819
1129997301	1129997301	1	2432115441	1602689319	1614008907	1618049743
1139175687	1139175687	1	0	1628751150	1630768751	1630768751
1026940503	1026940503	1	0	1633315688	0	1634431096
929320781	929320781	1	0	1634220899	1635080523	1635080525
1075333671	1075333671	1	1830035021	1603170198	1603375819	1604046859
